"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.098,,
"BEL","Belgium","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.276,,
"BEL","Belgium","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.255,,
"BEL","Belgium","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.251,,
"BEL","Belgium","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.159,,
"BEL","Belgium","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.154,,
"BEL","Belgium","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.155,,
"BEL","Belgium","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.6,,
"BEL","Belgium","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.4,,
"BEL","Belgium","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"BEL","Belgium","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"BEL","Belgium","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.6,,
"BEL","Belgium","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.6,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,2.1,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,2.1,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,2.1,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,4.1,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,4.1,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,4.1,,
"BEL","Belgium","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,7045977,,
"BEL","Belgium","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,7002440,,
"BEL","Belgium","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,7029489,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.322,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.311,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.314,,
"CAN","Canada","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","IDX","Index","0","Units",,,108.6720042,,
"CAN","Canada","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","IDX","Index","0","Units",,,110.2247098,,
"CAN","Canada","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","IDX","Index","0","Units",,,111.9848702,,
"CAN","Canada","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,48586,,
"CAN","Canada","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,49303,,
"CAN","Canada","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,50893,,
"CAN","Canada","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,3170,,
"CAN","Canada","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,3036,,
"CAN","Canada","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,3031,,
"CAN","Canada","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,-12914,,
"CAN","Canada","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,-12906,,
"CAN","Canada","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,-13363,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NATUSD","National currency per US dollar","0","Units",,,1.340276,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NATUSD","National currency per US dollar","0","Units",,,1.30043,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NATUSD","National currency per US dollar","0","Units",,,1.297426,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,49887,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,50669,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,53374,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.408,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.401,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.406,,
"CAN","Canada","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,3170,,
"CAN","Canada","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,3036,,
"CAN","Canada","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,3031,,
"CAN","Canada","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,4796,,
"CAN","Canada","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,5190,,
"CAN","Canada","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,5544,,
"CAN","Canada","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,44628,,
"CAN","Canada","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,45781,,
"CAN","Canada","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,47831,,
"CAN","Canada","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CAD","Canadian Dollar","0","Units",,,-13091,,
"CAN","Canada","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CAD","Canadian Dollar","0","Units",,,-13127,,
"CAN","Canada","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CAD","Canadian Dollar","0","Units",,,-13553,,
"CAN","Canada","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,1.21,,
"CAN","Canada","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1.15,,
"CAN","Canada","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,1.16,,
"CAN","Canada","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.2,,
"CAN","Canada","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.188,,
"CAN","Canada","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.195,,
"CAN","Canada","PVTBHTOTAL","All  working-age household types: Poverty rate before taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.205,,
"CAN","Canada","PVTBHTOTAL","All  working-age household types: Poverty rate before taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.196,,
"CAN","Canada","PVTBHTOTAL","All  working-age household types: Poverty rate before taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.203,,
"CAN","Canada","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.141,,
"CAN","Canada","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.124,,
"CAN","Canada","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.122,,
"CAN","Canada","PVTAHTOTAL","All  working-age household types: Poverty rate after taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.146,,
"CAN","Canada","PVTAHTOTAL","All  working-age household types: Poverty rate after taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.125,,
"CAN","Canada","PVTAHTOTAL","All  working-age household types: Poverty rate after taxes and transfers","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.118,,
"CAN","Canada","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.242,,
"CAN","Canada","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.236,,
"CAN","Canada","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.238,,
"CAN","Canada","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.194,,
"CAN","Canada","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.181,,
"CAN","Canada","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.176,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,4.7,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,4.4,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,4.5,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,2.5,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,2.4,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,2.4,,
"CAN","Canada","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,5.8,,
"CAN","Canada","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,5.4,,
"CAN","Canada","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,5.5,,
"CAN","Canada","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,23038819,,
"CAN","Canada","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,23189083,,
"CAN","Canada","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,23390959,,
"CZE","Czech Republic","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.255,,
"CZE","Czech Republic","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.249,,
"CZE","Czech Republic","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.243,,
"CZE","Czech Republic","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","IDX","Index","0","Units",,,107.4807344,,
"CZE","Czech Republic","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","IDX","Index","0","Units",,,108.2153339,,
"CZE","Czech Republic","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","IDX","Index","0","Units",,,110.8672241,,
"CZE","Czech Republic","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,247587,,
"CZE","Czech Republic","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,265733,,
"CZE","Czech Republic","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,288968,,
"CZE","Czech Republic","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,51976,,
"CZE","Czech Republic","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,53159,,
"CZE","Czech Republic","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,58097,,
"CZE","Czech Republic","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,-57477,,
"CZE","Czech Republic","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,-62255,,
"CZE","Czech Republic","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,-69614,,
"CZE","Czech Republic","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NATUSD","National currency per US dollar","0","Units",,,14.188682,,
"CZE","Czech Republic","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NATUSD","National currency per US dollar","0","Units",,,13.909745,,
"CZE","Czech Republic","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NATUSD","National currency per US dollar","0","Units",,,13.83543,,
"CZE","Czech Republic","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,291463,,
"CZE","Czech Republic","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,304782,,
"CZE","Czech Republic","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,325254,,
"CZE","Czech Republic","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.378,,
"CZE","Czech Republic","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.365,,
"CZE","Czech Republic","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.347,,
"CZE","Czech Republic","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,53333,,
"CZE","Czech Republic","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,54464,,
"CZE","Czech Republic","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,59427,,
"CZE","Czech Republic","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,48369,,
"CZE","Czech Republic","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,47899,,
"CZE","Czech Republic","TRRCTOTAL","Current transfers received (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,47381,,
"CZE","Czech Republic","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,262965,,
"CZE","Czech Republic","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,277247,,
"CZE","Czech Republic","MEDIANC","Median disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,295653,,
"CZE","Czech Republic","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CZK","Czech Koruna","0","Units",,,-62714,,
"CZE","Czech Republic","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CZK","Czech Koruna","0","Units",,,-67903,,
"CZE","Czech Republic","TRPCTOTAL","Current transfers paid (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CZK","Czech Koruna","0","Units",,,-76061,,
"CZE","Czech Republic","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.88,,
"CZE","Czech Republic","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.86,,
"CZE","Czech Republic","PALMA","Palma ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.82,,
"CZE","Czech Republic","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.173,,
"CZE","Czech Republic","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.16,,
